Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Fort Fairfield,Maine,107,US-Canada Border,Apr 2025,Trucks,263,46.765,-67.789,POINT (-67.789471 46.765323)
Fortuna,North Dakota,3417,US-Canada Border,Apr 2025,Personal Vehicle Passengers,1261,49.0,-103.809,POINT (-103.80925 48.999555)
Sasabe,Arizona,2606,US-Mexico Border,Apr 2025,Personal Vehicles,1621,31.483,-111.544,POINT (-111.544363 31.483039)
Sumas,Washington,3009,US-Canada Border,Apr 2025,Trains,21,49.002,-122.265,POINT (-122.264805 49.002388)
Del Rio,Texas,2302,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,261349,29.327,-100.928,POINT (-100.927612 29.326784)
Eagle Pass,Texas,2303,US-Mexico Border,Apr 2025,Trains,311,28.705,-100.512,POINT (-100.511977 28.705483)
Calexico East,California,2507,US-Mexico Border,Apr 2025,Rail Containers Loaded,25,32.673,-115.388,POINT (-115.388018 32.673389)
Kenneth G Ward,Washington,3023,US-Canada Border,Apr 2025,Personal Vehicle Passengers,48580,49.002,-122.485,POINT (-122.485027 49.002277)
Opheim,Montana,3317,US-Canada Border,Apr 2025,Personal Vehicles,115,49.0,-106.378,POINT (-106.377583 48.999527)
Tecate,California,2505,US-Mexico Border,Apr 2025,Truck Containers Empty,2131,32.576,-116.626,POINT (-116.626216 32.576428)
Portal,North Dakota,3403,US-Canada Border,Apr 2025,Trucks,7143,48.999,-102.552,POINT (-102.551944 48.998944)
Columbus,New Mexico,2406,US-Mexico Border,Apr 2025,Buses,78,31.784,-107.628,POINT (-107.627948 31.783742)
Metaline Falls,Washington,3025,US-Canada Border,Apr 2025,Truck Containers Loaded,41,49.0,-117.299,POINT (-117.299444 48.999972)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Apr 2025,Truck Containers Loaded,3872,46.509,-84.361,POINT (-84.360833 46.508611)
Trout River,New York,715,US-Canada Border,Apr 2025,Personal Vehicles,5247,44.992,-74.308,POINT (-74.308172 44.992058)
Hansboro,North Dakota,3415,US-Canada Border,Apr 2025,Personal Vehicles,244,49.0,-99.347,POINT (-99.346527 48.999583)
Ogdensburg,New York,701,US-Canada Border,Apr 2025,Personal Vehicles,11986,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
El Paso,Texas,2402,US-Mexico Border,Apr 2025,Rail Containers Loaded,1993,31.764,-106.451,POINT (-106.451188 31.764363)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr 2025,Pedestrians,14705,31.784,-106.679,POINT (-106.679437 31.783939)
Metaline Falls,Washington,3025,US-Canada Border,Apr 2025,Bus Passengers,16,49.0,-117.299,POINT (-117.299444 48.999972)
International Falls,Minnesota,3604,US-Canada Border,Apr 2025,Bus Passengers,75,48.608,-93.401,POINT (-93.401355 48.6078)
Columbus,New Mexico,2406,US-Mexico Border,Apr 2025,Truck Containers Empty,279,31.784,-107.628,POINT (-107.627948 31.783742)
Raymond,Montana,3301,US-Canada Border,Apr 2025,Truck Containers Loaded,1385,48.999,-104.574,POINT (-104.574333 48.999194)
Highgate Springs,Vermont,212,US-Canada Border,Apr 2025,Trucks,7611,45.015,-73.085,POINT (-73.085037 45.015414)
El Paso,Texas,2402,US-Mexico Border,Apr 2025,Truck Containers Empty,9009,31.764,-106.451,POINT (-106.451188 31.764363)
Alcan,Alaska,3104,US-Canada Border,Apr 2025,Truck Containers Loaded,293,62.615,-141.001,POINT (-141.001444 62.614961)
Grand Portage,Minnesota,3613,US-Canada Border,Apr 2025,Personal Vehicles,5965,48.001,-89.585,POINT (-89.58515 48.001427)
Point Roberts,Washington,3017,US-Canada Border,Apr 2025,Personal Vehicle Passengers,61008,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Northgate,North Dakota,3406,US-Canada Border,Apr 2025,Rail Containers Loaded,474,48.999,-102.275,POINT (-102.27475 48.998833)
Noonan,North Dakota,3420,US-Canada Border,Apr 2025,Personal Vehicles,932,48.999,-103.004,POINT (-103.004361 48.999333)
Fort Kent,Maine,110,US-Canada Border,Apr 2025,Buses,2,47.249,-68.604,POINT (-68.603918 47.249206)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr 2025,Personal Vehicles,251029,43.095,-79.056,POINT (-79.055847 43.09549)
Skagway,Alaska,3103,US-Canada Border,Apr 2025,Truck Containers Empty,134,59.63,-135.164,POINT (-135.164444 59.629722)
Detroit,Michigan,3801,US-Canada Border,Apr 2025,Buses,518,42.332,-83.048,POINT (-83.047924 42.331685)
Beecher Falls,Vermont,206,US-Canada Border,Apr 2025,Truck Containers Loaded,238,45.013,-71.505,POINT (-71.505309 45.013411)
St John,North Dakota,3405,US-Canada Border,Apr 2025,Truck Containers Empty,3,48.999,-99.659,POINT (-99.659111 48.999277)
Otay Mesa,California,2506,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,873223,32.55,-116.939,POINT (-116.938538 32.55033)
Vanceboro,Maine,105,US-Canada Border,Apr 2025,Trains,43,45.569,-67.429,POINT (-67.428541 45.568761)
Pembina,North Dakota,3401,US-Canada Border,Apr 2025,Truck Containers Loaded,27952,49.0,-97.237,POINT (-97.237036 49.000453)
Sweetgrass,Montana,3310,US-Canada Border,Apr 2025,Personal Vehicles,8157,48.998,-111.96,POINT (-111.959611 48.998388)
Nogales,Arizona,2604,US-Mexico Border,Apr 2025,Trains,79,31.333,-110.943,POINT (-110.942516 31.332839)
Roosville,Montana,3318,US-Canada Border,Apr 2025,Personal Vehicles,5511,49.0,-115.056,POINT (-115.056027 48.999638)
Derby Line,Vermont,209,US-Canada Border,Apr 2025,Personal Vehicle Passengers,33785,45.006,-72.099,POINT (-72.099279 45.005739)
Porthill,Idaho,3308,US-Canada Border,Apr 2025,Trucks,137,49.0,-116.499,POINT (-116.49925 48.999861)
Sweetgrass,Montana,3310,US-Canada Border,Apr 2025,Truck Containers Loaded,16375,48.998,-111.96,POINT (-111.959611 48.998388)
Sumas,Washington,3009,US-Canada Border,Apr 2025,Personal Vehicle Passengers,50660,49.002,-122.265,POINT (-122.264805 49.002388)
Presidio,Texas,2403,US-Mexico Border,Apr 2025,Truck Containers Empty,287,29.562,-104.395,POINT (-104.394907 29.561827)
Lukeville,Arizona,2602,US-Mexico Border,Apr 2025,Trucks,58,31.88,-112.817,POINT (-112.817077 31.880195)
Fortuna,North Dakota,3417,US-Canada Border,Apr 2025,Trucks,99,49.0,-103.809,POINT (-103.80925 48.999555)
Sherwood,North Dakota,3414,US-Canada Border,Apr 2025,Trucks,251,48.999,-101.628,POINT (-101.627527 48.999305)
Eastport,Idaho,3302,US-Canada Border,Apr 2025,Truck Containers Loaded,5717,49.001,-116.181,POINT (-116.181027 49.000555)
Pembina,North Dakota,3401,US-Canada Border,Apr 2025,Train Passengers,162,49.0,-97.237,POINT (-97.237036 49.000453)
Calexico East,California,2507,US-Mexico Border,Apr 2025,Truck Containers Loaded,42144,32.673,-115.388,POINT (-115.388018 32.673389)
Wildhorse,Montana,3323,US-Canada Border,Apr 2025,Truck Containers Empty,8,48.999,-110.215,POINT (-110.215083 48.999361)
San Ysidro,California,2504,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,1988765,32.543,-117.029,POINT (-117.028761 32.542528)
Portal,North Dakota,3403,US-Canada Border,Apr 2025,Rail Containers Loaded,13858,48.999,-102.552,POINT (-102.551944 48.998944)
Laredo,Texas,2304,US-Mexico Border,Apr 2025,Pedestrians,258041,27.5,-99.507,POINT (-99.507412 27.499561)
Champlain Rouses Point,New York,712,US-Canada Border,Apr 2025,Rail Containers Empty,418,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Laurier,Washington,3016,US-Canada Border,Apr 2025,Rail Containers Empty,12,49.0,-118.224,POINT (-118.223777 49.000083)
Ysleta,Texas,2401,US-Mexico Border,Apr 2025,Pedestrians,160085,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Progreso,Texas,2309,US-Mexico Border,Apr 2025,Personal Vehicles,114943,26.062,-97.95,POINT (-97.949958 26.062133)
Ogdensburg,New York,701,US-Canada Border,Apr 2025,Trucks,3244,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Eagle Pass,Texas,2303,US-Mexico Border,Apr 2025,Personal Vehicle Passengers,459342,28.705,-100.512,POINT (-100.511977 28.705483)
Danville,Washington,3012,US-Canada Border,Apr 2025,Personal Vehicles,1033,49.0,-118.504,POINT (-118.503722 49.000083)
Blaine,Washington,3004,US-Canada Border,Apr 2025,Trucks,26595,48.994,-122.749,POINT (-122.748884 48.994045)
Port Angeles,Washington,3007,US-Canada Border,Apr 2025,Truck Containers Loaded,39,48.122,-123.431,POINT (-123.430694 48.121858)
Van Buren,Maine,108,US-Canada Border,Apr 2025,Train Passengers,96,47.16,-67.931,POINT (-67.930799 47.159645)
Raymond,Montana,3301,US-Canada Border,Apr 2025,Buses,4,48.999,-104.574,POINT (-104.574333 48.999194)
Roma,Texas,2310,US-Mexico Border,Apr 2025,Buses,81,26.404,-99.019,POINT (-99.018981 26.403928)
Tornillo,Texas,2404,US-Mexico Border,Apr 2025,Personal Vehicles,62254,31.435,-106.143,POINT (-106.142669 31.435334)
Bridgewater,Maine,127,US-Canada Border,Apr 2025,Truck Containers Loaded,130,46.45,-67.785,POINT (-67.78484 46.450335)
Scobey,Montana,3309,US-Canada Border,Apr 2025,Truck Containers Empty,21,49.0,-105.408,POINT (-105.407638 48.999527)
Highgate Springs,Vermont,212,US-Canada Border,Apr 2025,Train Passengers,33,45.015,-73.085,POINT (-73.085037 45.015414)
Andrade,California,2502,US-Mexico Border,Apr 2025,Personal Vehicles,54231,32.718,-114.728,POINT (-114.72832 32.718143)
Turner,Montana,3306,US-Canada Border,Apr 2025,Truck Containers Empty,10,49.0,-108.388,POINT (-108.387916 48.999527)
Hidalgo,Texas,2305,US-Mexico Border,Apr 2025,Bus Passengers,17991,26.095,-98.271,POINT (-98.271092 26.095032)
Del Bonita,Montana,3322,US-Canada Border,Apr 2025,Personal Vehicles,776,48.999,-112.788,POINT (-112.78825 48.998555)
Turner,Montana,3306,US-Canada Border,Apr 2025,Trucks,22,49.0,-108.388,POINT (-108.387916 48.999527)
Neche,North Dakota,3404,US-Canada Border,Apr 2025,Truck Containers Loaded,296,49.001,-97.557,POINT (-97.557333 49.000527)
Calais,Maine,115,US-Canada Border,Apr 2025,Trains,15,45.189,-67.275,POINT (-67.275381 45.188548)
Jackman,Maine,104,US-Canada Border,Apr 2025,Trucks,4815,45.806,-70.397,POINT (-70.396722 45.805661)
Westhope,North Dakota,3419,US-Canada Border,Apr 2025,Personal Vehicles,234,49.0,-101.017,POINT (-101.017277 48.999611)
Naco,Arizona,2603,US-Mexico Border,Apr 2025,Truck Containers Loaded,115,31.334,-109.948,POINT (-109.948413 31.334084)
Grand Portage,Minnesota,3613,US-Canada Border,Apr 2025,Buses,4,48.001,-89.585,POINT (-89.58515 48.001427)
International Falls,Minnesota,3604,US-Canada Border,Apr 2025,Rail Containers Empty,13959,48.608,-93.401,POINT (-93.401355 48.6078)
Boundary,Washington,3015,US-Canada Border,Apr 2025,Personal Vehicle Passengers,1167,49.001,-117.628,POINT (-117.627583 49.00075)
Brownsville,Texas,2301,US-Mexico Border,Apr 2025,Pedestrians,230212,25.952,-97.401,POINT (-97.40067 25.95155)
Eagle Pass,Texas,2303,US-Mexico Border,Apr 2025,Truck Containers Empty,15379,28.705,-100.512,POINT (-100.511977 28.705483)
Sweetgrass,Montana,3310,US-Canada Border,Apr 2025,Bus Passengers,75,48.998,-111.96,POINT (-111.959611 48.998388)
Detroit,Michigan,3801,US-Canada Border,Apr 2025,Trucks,93192,42.332,-83.048,POINT (-83.047924 42.331685)
Douglas,Arizona,2601,US-Mexico Border,Apr 2025,Personal Vehicles,127268,31.334,-109.56,POINT (-109.560344 31.334043)
Kenneth G Ward,Washington,3023,US-Canada Border,Apr 2025,Personal Vehicles,25854,49.002,-122.485,POINT (-122.485027 49.002277)
Northgate,North Dakota,3406,US-Canada Border,Apr 2025,Truck Containers Empty,253,48.999,-102.275,POINT (-102.27475 48.998833)
Andrade,California,2502,US-Mexico Border,Apr 2025,Pedestrians,44389,32.718,-114.728,POINT (-114.72832 32.718143)
Roma,Texas,2310,US-Mexico Border,Apr 2025,Truck Containers Empty,815,26.404,-99.019,POINT (-99.018981 26.403928)
Lukeville,Arizona,2602,US-Mexico Border,Apr 2025,Pedestrians,7294,31.88,-112.817,POINT (-112.817077 31.880195)
Vanceboro,Maine,105,US-Canada Border,Apr 2025,Personal Vehicle Passengers,838,45.569,-67.429,POINT (-67.428541 45.568761)
Point Roberts,Washington,3017,US-Canada Border,Apr 2025,Buses,42,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Opheim,Montana,3317,US-Canada Border,Apr 2025,Truck Containers Empty,1,49.0,-106.378,POINT (-106.377583 48.999527)
Champlain Rouses Point,New York,712,US-Canada Border,Apr 2025,Truck Containers Empty,3244,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Lancaster,Minnesota,3430,US-Canada Border,Apr 2025,Truck Containers Loaded,34,49.0,-96.801,POINT (-96.800527 49.000194)
Oroville,Washington,3019,US-Canada Border,Apr 2025,Truck Containers Loaded,2124,49.0,-119.462,POINT (-119.461833 49.000083)
Rio Grande City,Texas,2307,US-Mexico Border,Apr 2025,Personal Vehicles,43707,26.366,-98.803,POINT (-98.802513 26.365761)
Laurier,Washington,3016,US-Canada Border,Apr 2025,Truck Containers Empty,34,49.0,-118.224,POINT (-118.223777 49.000083)
Sherwood,North Dakota,3414,US-Canada Border,Apr 2025,Pedestrians,3,48.999,-101.628,POINT (-101.627527 48.999305)
Presidio,Texas,2403,US-Mexico Border,Apr 2025,Bus Passengers,307,29.562,-104.395,POINT (-104.394907 29.561827)
Baudette,Minnesota,3424,US-Canada Border,Apr 2025,Trucks,142,48.719,-94.59,POINT (-94.590467 48.719109)
Whitlash,Montana,3321,US-Canada Border,Apr 2025,Personal Vehicles,23,48.997,-111.258,POINT (-111.257916 48.99725)
Lancaster,Minnesota,3430,US-Canada Border,Apr 2025,Personal Vehicles,809,49.0,-96.801,POINT (-96.800527 49.000194)
Turner,Montana,3306,US-Canada Border,Apr 2025,Personal Vehicle Passengers,634,49.0,-108.388,POINT (-108.387916 48.999527)
St John,North Dakota,3405,US-Canada Border,Apr 2025,Personal Vehicle Passengers,591,48.999,-99.659,POINT (-99.659111 48.999277)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr 2025,Trucks,12733,31.784,-106.679,POINT (-106.679437 31.783939)
Del Rio,Texas,2302,US-Mexico Border,Apr 2025,Pedestrians,24076,29.327,-100.928,POINT (-100.927612 29.326784)
San Luis,Arizona,2608,US-Mexico Border,Apr 2025,Pedestrians,179628,32.485,-114.782,POINT (-114.7822222 32.485)
Alexandria Bay,New York,708,US-Canada Border,Apr 2025,Trucks,14556,44.347,-75.984,POINT (-75.983592 44.347229)
Walhalla,North Dakota,3407,US-Canada Border,Apr 2025,Personal Vehicles,1287,49.0,-97.908,POINT (-97.908416 49.000472)
Brownsville,Texas,2301,US-Mexico Border,Apr 2025,Trains,73,25.952,-97.401,POINT (-97.40067 25.95155)
Detroit,Michigan,3801,US-Canada Border,Apr 2025,Truck Containers Empty,24436,42.332,-83.048,POINT (-83.047924 42.331685)
Massena,New York,704,US-Canada Border,Apr 2025,Bus Passengers,1166,44.991,-74.74,POINT (-74.739722 44.990556)
International Falls,Minnesota,3604,US-Canada Border,Apr 2025,Truck Containers Empty,223,48.608,-93.401,POINT (-93.401355 48.6078)
Norton,Vermont,211,US-Canada Border,Apr 2025,Rail Containers Empty,72,45.011,-71.793,POINT (-71.793219 45.010771)
Richford,Vermont,203,US-Canada Border,Apr 2025,Truck Containers Empty,167,45.012,-72.589,POINT (-72.588559 45.01174)
Roseau,Minnesota,3426,US-Canada Border,Apr 2025,Truck Containers Empty,53,49.0,-95.766,POINT (-95.766469 48.999538)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr 2025,Truck Containers Loaded,15096,31.784,-106.679,POINT (-106.679437 31.783939)
Dalton Cache,Alaska,3106,US-Canada Border,Apr 2025,Trucks,56,59.451,-136.362,POINT (-136.361944 59.450556)
Piegan,Montana,3316,US-Canada Border,Apr 2025,Trucks,162,48.998,-113.379,POINT (-113.378777 48.998083)
Blaine,Washington,3004,US-Canada Border,Apr 2025,Rail Containers Loaded,7164,48.994,-122.749,POINT (-122.748884 48.994045)
Fortuna,North Dakota,3417,US-Canada Border,Apr 2025,Bus Passengers,27,49.0,-103.809,POINT (-103.80925 48.999555)
Opheim,Montana,3317,US-Canada Border,Apr 2025,Trucks,6,49.0,-106.378,POINT (-106.377583 48.999527)
Ferry,Washington,3013,US-Canada Border,Apr 2025,Truck Containers Empty,1,49.0,-118.761,POINT (-118.761166 49.000083)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Apr 2025,Buses,5,46.509,-84.361,POINT (-84.360833 46.508611)
Norton,Vermont,211,US-Canada Border,Apr 2025,Truck Containers Loaded,586,45.011,-71.793,POINT (-71.793219 45.010771)
Calexico,California,2503,US-Mexico Border,Apr 2025,Pedestrians,239740,32.673,-115.388,POINT (-115.388018 32.673389)
Limestone,Maine,118,US-Canada Border,Apr 2025,Personal Vehicle Passengers,996,46.925,-67.79,POINT (-67.789597 46.924555)
Progreso,Texas,2309,US-Mexico Border,Apr 2025,Trucks,4778,26.062,-97.95,POINT (-97.949958 26.062133)
Port Huron,Michigan,3802,US-Canada Border,Apr 2025,Trains,298,42.999,-82.424,POINT (-82.423611 42.998611)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr 2025,Trucks,70109,43.095,-79.056,POINT (-79.055847 43.09549)
Pembina,North Dakota,3401,US-Canada Border,Apr 2025,Bus Passengers,464,49.0,-97.237,POINT (-97.237036 49.000453)
Eastport,Idaho,3302,US-Canada Border,Apr 2025,Personal Vehicles,3615,49.001,-116.181,POINT (-116.181027 49.000555)
Sumas,Washington,3009,US-Canada Border,Apr 2025,Trucks,11676,49.002,-122.265,POINT (-122.264805 49.002388)
Tornillo,Texas,2404,US-Mexico Border,Apr 2025,Pedestrians,7652,31.435,-106.143,POINT (-106.142669 31.435334)
Port Angeles,Washington,3007,US-Canada Border,Apr 2025,Truck Containers Empty,9,48.122,-123.431,POINT (-123.430694 48.121858)
Roma,Texas,2310,US-Mexico Border,Apr 2025,Bus Passengers,2338,26.404,-99.019,POINT (-99.018981 26.403928)
Piegan,Montana,3316,US-Canada Border,Apr 2025,Truck Containers Empty,38,48.998,-113.379,POINT (-113.378777 48.998083)
Ysleta,Texas,2401,US-Mexico Border,Apr 2025,Trucks,54073,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
El Paso,Texas,2402,US-Mexico Border,Apr 2025,Bus Passengers,17527,31.764,-106.451,POINT (-106.451188 31.764363)
Calexico East,California,2507,US-Mexico Border,Apr 2025,Pedestrians,53227,32.673,-115.388,POINT (-115.388018 32.673389)
Lukeville,Arizona,2602,US-Mexico Border,Apr 2025,Buses,50,31.88,-112.817,POINT (-112.817077 31.880195)
Roosville,Montana,3318,US-Canada Border,Apr 2025,Personal Vehicle Passengers,10303,49.0,-115.056,POINT (-115.056027 48.999638)
Trout River,New York,715,US-Canada Border,Apr 2025,Trains,48,44.992,-74.308,POINT (-74.308172 44.992058)
Portal,North Dakota,3403,US-Canada Border,Apr 2025,Train Passengers,384,48.999,-102.552,POINT (-102.551944 48.998944)
Jackman,Maine,104,US-Canada Border,Apr 2025,Personal Vehicle Passengers,9682,45.806,-70.397,POINT (-70.396722 45.805661)
Wildhorse,Montana,3323,US-Canada Border,Apr 2025,Personal Vehicles,533,48.999,-110.215,POINT (-110.215083 48.999361)
Blaine,Washington,3004,US-Canada Border,Apr 2025,Personal Vehicle Passengers,329745,48.994,-122.749,POINT (-122.748884 48.994045)
Houlton,Maine,106,US-Canada Border,Apr 2025,Trucks,6721,46.135,-67.781,POINT (-67.781288 46.134879)
Baudette,Minnesota,3424,US-Canada Border,Apr 2025,Pedestrians,19,48.719,-94.59,POINT (-94.590467 48.719109)
Frontier,Washington,3020,US-Canada Border,Apr 2025,Personal Vehicle Passengers,3310,49.0,-117.832,POINT (-117.831527 49.0005)
Del Rio,Texas,2302,US-Mexico Border,Apr 2025,Truck Containers Loaded,8574,29.327,-100.928,POINT (-100.927612 29.326784)
Skagway,Alaska,3103,US-Canada Border,Apr 2025,Personal Vehicles,1794,59.63,-135.164,POINT (-135.164444 59.629722)
Laurier,Washington,3016,US-Canada Border,Apr 2025,Buses,1,49.0,-118.224,POINT (-118.223777 49.000083)
Massena,New York,704,US-Canada Border,Apr 2025,Truck Containers Empty,428,44.991,-74.74,POINT (-74.739722 44.990556)
Dunseith,North Dakota,3422,US-Canada Border,Apr 2025,Personal Vehicle Passengers,4285,48.999,-100.052,POINT (-100.052166 48.999277)
Boundary,Washington,3015,US-Canada Border,Apr 2025,Trains,22,49.001,-117.628,POINT (-117.627583 49.00075)
Carbury,North Dakota,3421,US-Canada Border,Apr 2025,Personal Vehicle Passengers,739,48.999,-100.556,POINT (-100.555805 48.999416)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Apr 2025,Rail Containers Loaded,1086,46.509,-84.361,POINT (-84.360833 46.508611)
Morgan,Montana,3319,US-Canada Border,Apr 2025,Personal Vehicle Passengers,301,49.0,-107.832,POINT (-107.831819 48.999829)
Detroit,Michigan,3801,US-Canada Border,Apr 2025,Rail Containers Empty,4070,42.332,-83.048,POINT (-83.047924 42.331685)
Dalton Cache,Alaska,3106,US-Canada Border,Apr 2025,Personal Vehicle Passengers,1268,59.451,-136.362,POINT (-136.361944 59.450556)
Warroad,Minnesota,3423,US-Canada Border,Apr 2025,Buses,42,48.999,-95.377,POINT (-95.376555 48.999)
Nighthawk,Washington,3011,US-Canada Border,Apr 2025,Personal Vehicles,220,49.0,-119.671,POINT (-119.67103 49.000144)
